relation_id,activator,receptor,relation_Bbox,relation_type,fig_id,fig_name,fig_file,height,width,fig_title,fig_caption,review_status,fig_path,reviewer_name
6371,Neuronal dysfunction,Neurodegeneration,"279,837,248,151",activate_relation,868,PMC3920964__cddis2013410f5.jpg,,989,787,test,test,1,static/imgs/validation/,Stuart
5319,BECN1,SQSTM1,"146.0665588379,658.9372558594,66.533782959,187.2182617188",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
5321,BECN1,LC3B,"239.2739715576,659.8294677734,93.7061920166,186.1959228516",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6375,EtOH,FoxO1,"297,8,108,214",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6376,FoxO1,AMPK,"297,158,108,228",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6377,AMPK,MTORC1,"305,337,415,106",inhibit_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6378,AMPK,ULK 1,"305,337,239,189",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6379,AMPK,PIK3C3,"148,337,253,225",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6380,ULK 1,BECN1,"214,488,330,125",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6381,BECN1,ATG7,"214,596,279,296",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
6556,MTORC1,ULK 1,"461,426,259,100",activate_relation,893,PMC5404978__nihms860625f10.jpg,,919,800,test,test,1,static/imgs/validation/,Stuart
5415,HIF1A,P70S6KB,"494.5568847656,102.552192688,26.7011108398,74.4387741089",activate_relation,912,PMC6643126__ijmsv16p0960g005.jpg,,596,728,test,test,1,static/imgs/validation/,Ziting
5416,P70S6KB,PKM2,"494.3240966797,255.0082244873,26.9885253906,73.8034515381",activate_relation,912,PMC6643126__ijmsv16p0960g005.jpg,,596,728,test,test,1,static/imgs/validation/,Ziting
5417,PKM2,EMT,"495.1279907227,413.8106689453,25.7891235352,75.579498291",activate_relation,912,PMC6643126__ijmsv16p0960g005.jpg,,596,728,test,test,1,static/imgs/validation/,Ziting
6668,metformin,HIF1A,"45,38,505,106.00000000000003",inhibit_relation,912,PMC6643126__ijmsv16p0960g005.jpg,,596,728,test,test,1,static/imgs/validation/,Ziting
5453,SMO,MYC,"219.8545379639,150.5636138916,60.8167877197,141.9528656006",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
6324,PTCH,SMO,"150,81,103,77",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
6325,GLI,GLI,"58,219,130,96",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
6326,SMO,SUFU,"133,114,120,110",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
6327,SHH,PTCH,"135,8,60,150",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
6502,GLI,Target genes,"151,301,136,148",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
6503,MYC,Target genes,"161,302,144,147",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
6504,Cyclopamine HhAntag,SMO,"204,1,194,128",activate_relation,918,PMC2659383__bpa0019-0132-f3.jpg,,458,400,test,test,1,static/imgs/validation/,Joshua
5501,LDHA,LACTATE,"473.5375976562,245.2590789795,26.2397155762,45.3767852783",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
5503,HFD,OBESE,"298.6829833984,520.2518920898,20.7734985352,36.628112793",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
5504,ND,LEAN,"125.6215133667,519.9208984375,19.5225143433,35.9755249023",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
5505,LEAN,OBESE,"188.9152526855,548.9759521484,68.9350280762,44.0195922852",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
5509,VEGF,OSTEOARTHRITIS,"549.2667236328,474.6416320801,114.557434082,44.9714050293",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
5510,TLR4,IL-6,"449.1340026855,98.0485534668,266.1218566895,254.6470947266",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6549,HIF1 A,VEGF,"490,362,86.99999999999994,122",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6550,LACTATE,HIF1 A,"430,291,132.00000000000003,96.99999999999997",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6551,HIF1 A,TNF A,"490,349,294.9999999999999,38.999999999999964",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6552,HIF1 A,IL-1 B,"490,362,290.00000000000006,43.00000000000002",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6553,IL-1 B,OSTEOARTHRITIS,"582,378,201.00000000000003,200.99999999999994",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6554,TNF A,OSTEOARTHRITIS,"582,349,202.99999999999994,229.99999999999994",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6659,IL-6,OSTEOARTHRITIS,"582,330.00000000000006,201.00000000000003,248.99999999999991",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6660,TLR4,TNF A,"444,62,340.99999999999994,313",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
6661,TLR4,IL-1 B,"444,62,336.0000000000001,343",activate_relation,926,PMC4536527__srep13092-f8.jpg,,594,787,test,test,1,static/imgs/validation/,Yijie
5557,EGL-1/CED-13,CED-9,"223.1995391846,554.9890136719,76.8371734619,64.3687744141",inhibit_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
5558,CED-3,APOPTOSIS,"169.6886138916,951.8214111328,42.0157775879,69.4617919922",activate_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
5559, DLC-1,KRI-1,"188.0416717529,95.8838806152,94.4153289795,88.3630371094",inhibit_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
5560, CED-4,CED-3,"169.2175598145,822.9505004883,42.1116943359,68.5045776367",activate_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
5561,IR, CEP-1,"464.2289123535,203.8894195557,169.3348693848,148.4709014893",activate_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
6332, CEP-1,EGL-1/CED-13,"242,354,263.00000000000006,182.99999999999997",activate_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
6333,KRI-1,EGL-1/CED-13,"242,172,263.00000000000006,364.99999999999994",activate_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
6334,IR, DLC-1,"86,42,581,146.99999999999997",inhibit_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
6335, DLC-1,LIN-35,"34,42,157.00000000000003,494.0000000000001",inhibit_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
6336,CED-9, CED-4,"140,628,115,166.00",inhibit_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
6337,LIN-35,CED-9,"34,508,221,152.00",inhibit_relation,932,PMC3789177__cddis2013319f6.jpg,,1074,668,test,test,1,static/imgs/validation/,Joshua
5829,P-STAT3,P-STAT3,"213.46925354,228.6902313232,71.7088775635,133.8462677002",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
5830,IL6R,P-STAT3,"318.4681396484,115.6416625977,92.4852905273,84.1526794434",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
5832, PD-L1,EMT,"76.7510910034,301.3351135254,23.9371948242,52.4158325195",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
5834, PD-L1,INVASION,"116.0790710449,299.3339538574,35.3169403076,56.7465209961",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
5835,P-STAT3, PD-L1,"130.8985595703,365.8681030273,81.1299285889,28.2912597656",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
6382,IDO1,IDO1,"339,233,134.00000000000006,153.00000000000006",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
6383,IDO1,KYNURENINE,"451,233,123.99999999999996,25.99999999999998",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
6384, PD-L1,MIGRATION,"11,288,108,91.99999999999997",activate_relation,975,PMC6307990__gr7.jpg,,492,768,test,test,1,static/imgs/validation/,Stuart
5846,PAKT, NF-KB,"474.2791748047,193.9529571533,62.5854492188,47.1204528809",activate_relation,977,PMC3946494__nihms540696f6.jpg,,609,714,test,test,1,static/imgs/validation/,Stuart
6386,P,PI3K,"339,105,135.00000000000006,32.99999999999999",activate_relation,977,PMC3946494__nihms540696f6.jpg,,609,714,test,test,1,static/imgs/validation/,Stuart
6387, AKT,PAKT,"338,179,253.99999999999994,20.000000000000007",activate_relation,977,PMC3946494__nihms540696f6.jpg,,609,714,test,test,1,static/imgs/validation/,Stuart
6389,IKB,pIKB,"311,235,109.00000000000004,145.00000000000003",activate_relation,977,PMC3946494__nihms540696f6.jpg,,609,714,test,test,1,static/imgs/validation/,Stuart
6390,IKB, NF-KB,"362,235,78.00000000000003,178.00000000000003",activate_relation,977,PMC3946494__nihms540696f6.jpg,,609,714,test,test,1,static/imgs/validation/,Stuart
6391, NF-KB, NF-KB,"392,399,62.00000000000002,147",activate_relation,977,PMC3946494__nihms540696f6.jpg,,609,714,test,test,1,static/imgs/validation/,Stuart
6392, NF-KB,Lipcalin 2 Transcription,"251,466,203.00000000000006,80.00000000000003",activate_relation,977,PMC3946494__nihms540696f6.jpg,,609,714,test,test,1,static/imgs/validation/,Stuart
5909, AKT,MTOR,"272.5244445801,297.1828613281,23.8885192871,53.6316833496",activate_relation,987,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,,728,633,test,test,1,static/imgs/validation/,Yijie
5910,SNO-PTEN, AKT,"273.1061401367,176.4517669678,22.012298584,53.4079742432",activate_relation,987,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,,728,633,test,test,1,static/imgs/validation/,Yijie
5911,NOS1,NO,"366.1883239746,0.0,168.4945373535,69.3080749512",activate_relation,987,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,,728,633,test,test,1,static/imgs/validation/,Yijie
6258,PTEN,SNO-PTEN,"217,140.99999999999997,355.99999999999994,24.99999999999999",activate_relation,987,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,,728,633,test,test,1,static/imgs/validation/,Yijie
6259,MTOR,AUTOPHAGY,"227,368.99999999999994,130.00000000000003,146.99999999999994",inhibit_relation,987,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,,728,633,test,test,1,static/imgs/validation/,Yijie
